tsne_one,tsne_two,Label
-49.82,-2.39,Normal
-49.82,-2.39,Normal
-49.82,-2.39,Normal
-49.82,-2.39,Normal
-39.76,19.35,Normal
-49.82,-2.39,Normal
-49.79,-2.43,Normal
24.75,-30.11,Normal
6.19,18.56,Normal
-17.32,19.33,Normal
-14.48,-34.39,Normal
-24.61,39.85,Normal
-29.41,35.59,Normal
-49.79,-2.43,Normal
-49.79,-2.43,Normal
-49.79,-2.42,Normal
9.23,-13.59,Normal
15.71,12.86,Normal
-49.79,-2.42,Normal
-49.79,-2.42,Normal
-0.39,-22.7,Normal
-49.79,-2.42,Normal
-49.79,-2.42,Normal
-49.79,-2.42,Normal
-28.98,20.85,Normal
-36.25,-7.58,Normal
13.89,-2.49,Normal
40.43,0.36,Normal
9.78,-19.41,Normal
40.3,-11.78,Normal
-49.79,-2.42,Normal
-49.79,-2.42,Normal
-24.44,-15.69,Normal
-23.25,41.01,Normal
-10.78,-23.97,Normal
-49.79,-2.42,Normal
-49.71,-2.73,Normal
3.7,-19.44,Normal
-35.61,18.23,Normal
-35.59,18.29,Normal
-35.57,18.34,Normal
38.55,27.87,Normal
38.55,27.87,Normal
-49.71,-2.73,Normal
38.55,27.87,Normal
38.55,27.87,Normal
-38.5,11.86,Normal
27.47,7.14,Normal
22.01,10.62,Normal
7.17,21.45,Normal
-31.02,3.06,Normal
5.47,38.05,Normal
-49.71,-2.73,Normal
38.55,27.87,Normal
10.43,5.63,Normal
8.54,6.14,Normal
-23.89,24.73,Normal
-35.6,18.14,Normal
21.94,10.58,Normal
-36.25,-7.58,Normal
-49.71,-2.73,Normal
-49.71,-2.73,Normal
38.55,27.87,Normal
38.55,27.87,Normal
38.55,27.87,Normal
38.55,27.87,Normal
38.55,27.87,Normal
38.55,27.87,Normal
36.52,7.22,Normal
14.6,13.37,Normal
-18.8,2.9,Normal
-1.78,-29.42,Normal
5.47,38.05,Normal
-5.1,37.5,Normal
-30.46,24.04,Normal
38.55,27.87,Normal
38.55,27.87,Normal
-49.71,-2.73,Normal
-49.71,-2.73,Normal
38.55,27.87,Normal
38.55,27.87,Normal
-49.71,-2.73,Normal
-49.71,-2.73,Normal
-49.71,-2.73,Normal
5.32,-25.83,Normal
28.7,-1.54,Normal
-0.98,30.41,Normal
15.28,19.79,Normal
-49.3,-2.11,Normal
41.2,28.59,Normal
14.33,-42.82,Normal
-7.45,4.04,Normal
12.75,-32.03,Normal
-49.3,-2.11,Normal
-49.3,-2.11,Normal
-49.3,-2.11,Normal
41.2,28.59,Normal
41.2,28.59,Normal
41.2,28.59,Normal
-49.3,-2.11,Normal
41.2,28.59,Normal
-49.3,-2.11,Normal
-49.3,-2.11,Normal
41.2,28.59,Normal
-22.29,3.17,Normal
-49.3,-2.11,Normal
41.2,28.59,Normal
41.2,28.59,Normal
-49.3,-2.11,Normal
-46.98,0.37,Normal
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
-46.98,0.37,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
-6.57,1.38,Generic
25.04,48.73,Exploits
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
25.04,48.73,Generic
44.06,-16.45,Generic
-1.23,-19.26,Normal
12.5,26.55,Normal
-43.98,-7.01,Normal
0.59,35.8,Normal
32.0,-38.96,Normal
15.48,28.4,Normal
-22.91,-1.88,Normal
-43.95,-7.2,Normal
6.17,26.43,Normal
26.03,-10.1,Normal
-40.12,-14.53,Normal
-16.23,39.09,Normal
5.14,-7.35,Normal
14.78,20.43,Normal
22.08,-5.74,Normal
-23.46,21.65,Normal
36.82,-4.68,Normal
-41.3,-0.44,Normal
-6.1,-23.28,Normal
21.79,24.83,Normal
-34.51,-20.9,Normal
6.59,15.71,Normal
-0.58,6.73,Normal
-34.22,-8.92,Normal
27.82,36.02,Normal
-18.36,-34.81,Normal
31.83,-8.21,Normal
0.33,31.12,Normal
22.99,6.05,Normal
-9.06,-19.94,Normal
12.93,-14.46,Normal
-8.66,-11.85,Normal
-0.04,22.44,Normal
13.52,-1.17,Normal
-18.24,-5.14,Normal
-24.85,-14.01,Normal
-18.36,-34.81,Normal
-4.88,-20.03,Normal
-30.17,-35.51,Normal
-2.38,17.33,Normal
-18.36,-34.81,Normal
-18.36,-34.81,Normal
14.87,-17.35,Normal
-10.48,0.73,Normal
-8.1,-40.73,Normal
24.68,0.68,Normal
-44.43,44.75,Normal
-44.44,44.76,Generic
-44.44,44.76,Generic
-44.43,44.75,Generic
-44.43,44.75,Generic
-44.44,44.76,Generic
-44.44,44.76,Generic
-44.44,44.76,Generic
-44.43,44.75,Generic
-44.44,44.76,Generic
-44.44,44.76,Generic
-44.43,44.75,Generic
-44.43,44.75,Generic
-44.44,44.76,Generic
-44.43,44.75,Generic
-44.44,44.76,Generic
-23.92,20.63,Generic
20.56,2.79, Reconnaissance 
-1.49,2.01,Exploits
51.43,-5.08,Exploits
51.43,-5.08,Normal
28.49,35.71,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
-27.37,4.3,Normal
24.16,-30.47,Normal
40.97,-28.22,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
-1.79,-44.55,Normal
2.34,9.22,Normal
39.17,1.12,Normal
6.51,9.73,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
8.4,-7.18,Normal
-0.74,-5.15,Normal
2.06,19.16,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
-33.81,26.84,Normal
18.16,39.62,Normal
-39.74,17.63,Normal
-22.2,23.94,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
51.43,-5.08,Normal
24.65,-30.17,Normal
-17.7,-16.96,Normal
16.79,-34.44,Normal
51.43,-5.08,Normal
35.94,-1.47,Normal
-16.85,-17.04,Normal
51.43,-5.08,Normal
3.12,-0.61,Normal
23.34,2.34,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
-16.53,29.87,Normal
-3.31,-23.0,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.87,Normal
-35.17,2.75,Normal
38.41,27.88,Normal
22.05,8.46,Normal
-5.06,-22.78,Normal
21.57,-24.1,Normal
20.87,-24.24,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
38.41,27.88,Normal
-32.12,14.38,Normal
-7.88,20.85,Normal
38.41,27.87,Normal
38.41,27.88,Normal
38.41,27.87,Normal
38.41,27.87,Normal
38.41,27.88,Normal
-24.96,17.29,Normal
-9.71,56.9,Exploits
-9.78,56.76,Generic
-9.78,56.76,Generic
21.57,6.56,Generic
-9.78,56.76,DoS
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.78,56.76,Generic
20.83,10.24,Generic
-17.38,38.12,Normal
29.15,0.17,Normal
-12.0,3.86,Normal
-15.76,-18.85,Normal
31.62,35.05,Normal
-20.79,-18.14,Normal
33.49,-17.03,Normal
3.73,-33.0,Normal
15.79,-15.97,Normal
7.6,-40.59,Normal
-10.21,-21.66,Normal
12.81,9.05,Normal
-27.76,-10.21,Normal
-27.21,-9.05,Normal
15.07,9.38,Normal
-35.31,-33.41,Normal
20.51,5.65,Normal
30.4,18.44,Normal
31.81,10.91,Normal
-1.01,-7.42,Normal
-30.97,-28.24,Normal
-9.78,56.76,Normal
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.78,56.76,Generic
-9.71,56.9,Generic
-9.78,56.76,Generic
-9.71,56.9,Generic
-9.78,56.76,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
0.42,-5.09,Generic
35.43,16.31,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
4.75,-6.4,Normal
18.14,-9.58,Normal
0.79,-5.03,Normal
21.61,-21.32,Normal
38.21,2.91,Normal
36.91,-29.61,Normal
21.52,-16.52,Normal
-62.33,-1.04,Normal
-0.82,-7.44,Normal
39.81,17.05,Normal
0.4,-18.49,Normal
32.31,-10.3,Normal
3.9,21.11,Normal
37.76,-14.55,Normal
-40.04,8.91,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-19.31,-3.98,Normal
-19.23,-3.93,Normal
-4.58,9.05,Normal
-28.76,-16.23,Normal
-24.25,-23.92,Normal
-62.33,-1.04,Normal
20.41,-16.37,Normal
-10.12,-21.37,Normal
42.25,-26.59,Normal
44.44,1.96,Normal
43.49,-8.22,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
21.52,-16.52,Normal
8.3,42.63,Normal
35.13,-2.83,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-7.53,-13.62,Normal
34.37,-3.16,Normal
12.38,41.13,Normal
42.3,-9.2,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
-62.33,-1.04,Normal
12.1,-2.85,Normal
-62.33,-1.04,Normal
-61.8,-1.06,Normal
-61.8,-1.06,Normal
-61.8,-1.06,Normal
26.91,48.88,Normal
26.91,48.88,Generic
27.74,47.28,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.91,48.88,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
43.19,25.91,Generic
43.19,25.91,Normal
43.19,25.91,Normal
-48.06,10.85,Normal
19.77,13.23,Normal
28.65,-5.99,Normal
-14.64,19.87,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
-35.31,-38.58,Normal
21.61,-8.66,Normal
-28.53,-26.46,Normal
43.19,25.91,Normal
-13.25,-21.03,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
25.71,-42.41,Normal
3.09,44.76,Normal
43.19,25.91,Normal
43.19,25.91,Normal
43.19,25.91,Normal
-18.73,-10.24,Normal
43.19,25.91,Normal
-18.02,11.32,Normal
-4.74,5.21,Normal
-26.19,26.18,Normal
43.19,25.91,Normal
9.56,-4.14,Normal
-26.88,21.67,Normal
-8.47,-23.48,Normal
25.2,31.7,Normal
12.22,14.08,Normal
-20.94,24.35,Normal
26.94,48.96,Normal
26.94,48.96,Generic
26.94,48.96,Generic
-22.74,20.11,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
26.94,48.96,Generic
27.57,47.48,Generic
27.57,47.48,Generic
27.57,47.48,Generic
27.55,47.52,Generic
15.65,9.4,Generic
27.55,47.52,Exploits
-4.64,-24.94,Generic
-6.36,8.61,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
-29.12,22.78,Normal
23.91,20.58,Normal
2.25,-17.74,Normal
-32.5,-6.61,Normal
-37.75,-10.9,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
-30.17,-35.51,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
14.25,48.17,Normal
24.81,-17.58,Normal
14.25,48.17,Normal
-4.88,-20.02,Normal
33.64,-18.68,Normal
14.25,48.17,Normal
-10.77,33.8,Normal
-35.83,-34.91,Normal
14.25,48.17,Normal
14.25,48.17,Normal
13.93,48.85,Normal
7.37,14.7,Normal
-6.77,35.88,Normal
13.93,48.85,Normal
13.93,48.85,Normal
13.93,48.85,Normal
13.93,48.85,Normal
13.93,48.85,Normal
7.81,42.9,Normal
8.77,13.01,Normal
13.93,48.85,Normal
27.57,47.48,Normal
27.55,47.52,Generic
27.55,47.52,Generic
27.55,47.52,Generic
27.57,47.48,Generic
27.55,47.52,Generic
27.55,47.52,Generic
27.57,47.48,Generic
27.57,47.48,Generic
27.57,47.48,Generic
27.55,47.52,Generic
15.69,7.22,Generic
20.18,22.5, Reconnaissance 
-12.28,40.61,Normal
-33.32,-18.86,Normal
-12.78,-24.71,Normal
-0.62,18.64,Normal
29.03,-9.98,Normal
17.68,-19.81,Normal
-16.48,10.71,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
-5.0,-32.05,Normal
20.18,22.5,Normal
-24.85,-30.16,Normal
-14.12,-32.43,Normal
46.24,29.74,Normal
-35.18,2.75,Normal
-14.36,-17.99,Normal
10.21,41.86,Normal
40.72,-23.48,Normal
-43.27,-10.32,Normal
-11.7,-0.22,Normal
26.27,2.55,Normal
-23.91,-17.93,Normal
46.24,29.74,Normal
0.0,-26.66,Normal
33.63,-4.06,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
-12.8,3.63,Normal
-31.45,-13.69,Normal
46.24,29.74,Normal
46.24,29.74,Normal
16.2,-14.04,Normal
26.0,31.06,Normal
-0.71,20.56,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
46.24,29.74,Normal
-11.86,-0.67,Normal
31.5,5.89,Normal
-31.43,4.23,Normal
27.44,-32.0,Normal
2.07,22.55,Normal
-21.62,-9.35,Normal
32.94,33.51,Normal
-3.9,-40.5,Normal
17.11,-5.63,Normal
21.35,-38.36,Normal
37.62,5.23,Normal
-6.87,-36.75,Normal
5.55,-2.92,Normal
24.38,37.9,Normal
38.02,4.25,Normal
9.2,-20.77,Normal
-31.65,19.35,Normal
43.05,1.19,Normal
0.42,-5.09,Normal
-16.53,31.43,Normal
-31.5,38.72,Exploits
-14.22,45.41,Generic
-14.7,45.87,Generic
-14.7,45.87,Generic
26.99,49.08,Generic
26.99,49.08,Generic
-14.7,45.87,Generic
-14.7,45.87,Generic
-31.5,38.72,Generic
26.99,49.08,Generic
26.99,49.08,Generic
-14.22,45.41,Generic
-14.7,45.87,Generic
-31.5,38.72,Generic
26.99,49.08,Generic
26.99,49.08,Generic
-31.5,38.72,Generic
26.99,49.08,Generic
26.99,49.08,Generic
-14.22,45.41,Generic
-31.5,38.72,Generic
-31.5,38.72,Generic
-9.29,-1.64,Generic
-14.22,45.41,Exploits
-14.7,45.87,Generic
-14.7,45.87,Generic
-31.5,38.72,Generic
26.99,49.08,Generic
-51.67,-22.95,Generic
-14.22,45.41, Reconnaissance 
-14.22,45.41,Generic
-14.7,45.87,Generic
-14.7,45.87,Generic
-14.7,45.87,Generic
26.99,49.08,Generic
26.99,49.08,Generic
16.77,-34.44,Generic
28.98,-17.25,Normal
-15.81,20.09,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
-15.81,20.09,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
-5.99,3.17,Normal
-25.23,5.73,Normal
24.94,-7.7,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
28.75,-3.44,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
47.4,31.52,Normal
26.04,20.55,Normal
10.98,-31.25,Normal
24.77,18.57,Normal
-14.72,38.17,Normal
-13.68,27.0,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
-6.74,1.48,Normal
11.84,22.6,Normal
47.4,31.52,Normal
-16.7,4.04,Normal
21.03,13.92,Normal
25.8,-29.25,Normal
12.71,3.56,Normal
-23.15,36.46,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
47.4,31.52,Normal
-19.32,-55.29,Normal
-19.32,-55.29,Normal
3.41,-37.89,Normal
4.3,21.79,Normal
-23.88,6.21,Normal
-28.37,13.76,Normal
-13.72,2.28,Normal
7.86,24.49,Normal
-31.17,31.03,Normal
14.56,-8.2,Normal
-13.85,2.12,Normal
-31.58,-23.77,Normal
6.45,43.72,Normal
7.82,24.52,Normal
-20.83,-1.23,Normal
5.43,44.12,Normal
18.68,-34.35,Normal
-41.99,-12.24,Normal
22.42,38.12,Normal
-15.89,13.78,Normal
18.47,-34.46,Normal
-3.9,-40.5,Normal
-33.1,-36.99,Normal
3.41,12.94,Normal
13.37,-36.07,Normal
13.22,-36.25,Normal
-42.03,-12.2,Normal
26.09,-8.2,Normal
40.0,8.28,Normal
-16.89,35.37,Normal
11.25,7.21,Normal
-31.59,-23.84,Normal
-28.53,-30.18,Normal
15.41,-12.46,Normal
-42.09,-12.0,Normal
22.44,-36.29,Normal
17.99,-34.5,Normal
11.5,11.99,Normal
0.56,43.23,Normal
20.59,-5.86,Normal
-41.28,21.42,Normal
-42.01,-12.22,Normal
-25.43,-5.16,Normal
-7.45,47.34,Normal
-7.46,47.35,Generic
-7.46,47.35,Generic
-7.46,47.35,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-7.45,47.34,Generic
-7.46,47.35,Generic
-7.46,47.35,Generic
-10.15,56.36,Generic
-7.46,47.35,Generic
-7.46,47.35,Generic
-7.46,47.35,Generic
-7.46,47.35,Generic
-10.15,56.36,Generic
-17.27,-6.07,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-7.45,47.34,Generic
-7.46,47.35,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
48.76,4.28,Generic
-7.45,47.34, Reconnaissance 
-7.46,47.35,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-7.46,47.35,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
-10.15,56.36,Generic
19.68,-14.61,Generic
11.97,-24.99,DoS
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
-18.78,5.75,Normal
35.68,1.38,Normal
-2.49,-14.12,Normal
17.38,-21.27,Normal
-46.53,-12.58,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
8.98,-9.09,Normal
-29.52,8.52,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
-24.16,-23.9,Normal
33.14,1.32,Normal
-34.82,10.3,Normal
-3.41,28.45,Normal
13.47,49.33,Normal
13.47,49.33,Normal
13.47,49.33,Normal
-28.66,-30.14,Normal
-14.41,-2.42,Normal
15.71,40.28,Normal
-18.73,5.56,Normal
-10.2,-9.38,Normal
-43.15,27.64,Normal
-42.82,26.55,Normal
19.53,27.33,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
-21.85,-26.39,Normal
-4.23,-25.12,Normal
-24.08,-16.73,Normal
-0.76,-11.12,Normal
2.17,-7.15,Normal
-16.7,-11.54,Normal
33.91,-12.64,Normal
-33.86,8.67,Normal
-8.68,-39.17,Normal
-8.68,-38.83,Normal
13.48,49.44,Normal
4.38,-3.4,Normal
35.24,-12.67,Normal
13.48,49.44,Normal
-25.77,-57.47,Normal
-25.77,-57.47,Normal
13.48,49.44,Normal
13.48,49.44,Normal
-42.82,-0.27,Normal
1.06,-10.57,Normal
-36.54,-18.46,Normal
7.29,-54.48,Normal
13.48,49.44,Normal
13.48,49.44,Normal
13.48,49.44,Normal
-14.5,-34.16,Normal
41.74,-22.57,Normal
-27.85,-20.15,Normal
-2.08,-15.5,Normal
15.04,8.07,Normal
4.03,44.69,Normal
-35.98,-35.7,Normal
37.47,-6.09,Normal
-24.27,1.01,Normal
4.36,35.25,Normal
30.11,10.0,Normal
21.96,-28.28,Normal
0.87,41.5,Normal
13.05,-42.48,Normal
-45.06,13.52,Normal
12.67,41.04,Normal
14.24,-19.43,Normal
7.89,24.45,Normal
-28.86,36.73,Normal
37.65,6.08,Normal
-47.15,8.99,Normal
-22.27,12.71,Normal
7.43,-1.17,Normal
-11.04,-33.92,Normal
-11.81,-22.88,Normal
12.79,0.66,Normal
4.76,6.28,Normal
4.25,-38.88,Normal
14.24,-19.4,Normal
47.94,12.53,Normal
-14.78,45.99,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
47.94,12.53,Generic
47.94,12.53,Generic
-14.78,45.99,Generic
47.87,12.63,Generic
47.94,12.53,Generic
47.94,12.53,Generic
47.94,12.53,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
-10.56,-62.02,Generic
-14.78,45.99, Reconnaissance 
47.94,12.53,Generic
47.94,12.53,Generic
47.94,12.53,Generic
47.94,12.53,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
-14.13,45.39,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
47.94,12.53,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
-14.78,45.99,Generic
47.94,12.53,Generic
15.85,19.52,Generic
26.61,-18.74,Normal
6.94,59.47,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
6.94,59.47,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
28.19,0.84,Normal
-24.04,23.42,Normal
5.07,-2.29,Normal
32.38,-21.47,Normal
-13.34,-27.3,Normal
-43.55,-31.82,Normal
6.59,-33.65,Normal
24.33,-24.04,Normal
6.94,59.47,Normal
17.51,-2.93,Normal
29.91,-13.01,Normal
16.99,21.58,Normal
28.64,11.39,Normal
26.31,-19.39,Normal
6.94,59.47,Normal
-24.14,23.39,Normal
8.57,9.85,Normal
29.55,25.09,Normal
-7.12,31.68,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
-22.46,3.05,Normal
5.71,-54.27,Normal
-32.5,-6.61,Normal
-43.55,-31.82,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
28.19,0.94,Normal
-25.58,7.55,Normal
-42.48,-17.36,Normal
-43.55,-31.82,Normal
-5.46,30.53,Normal
-34.05,19.42,Normal
-35.33,-28.33,Normal
26.2,-20.84,Normal
6.94,59.47,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
-43.55,-31.82,Normal
-25.64,-6.67,Normal
3.35,-9.4,Normal
-0.69,-24.69,Normal
7.19,-7.11,Normal
-17.82,-11.59,Normal
-38.08,-6.62,Normal
-18.54,2.21,Normal
14.23,28.41,Normal
15.59,-28.52,Normal
-38.64,-22.63,Normal
-14.36,10.48,Normal
10.92,27.73,Normal
11.44,24.07,Normal
-11.04,-33.92,Normal
12.09,7.6,Normal
-5.27,11.23,Normal
-11.04,-33.92,Normal
-17.15,-20.68,Normal
-9.78,-41.23,Normal
13.43,-30.57,Normal
5.89,-16.35,Normal
5.71,-54.27,Normal
11.84,-0.77,Normal
7.78,25.49,Normal
-31.57,38.81,Normal
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.58,38.82,Generic
-31.58,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.58,38.82,Generic
-31.58,38.82,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.81,Generic
-31.57,38.81,Generic
-31.58,38.81,Generic
-31.58,38.82,Generic
-31.58,38.82,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-31.57,38.81,Generic
-42.43,11.3,Generic
-35.59,21.6,Generic
-35.59,21.6,Exploits
-31.68,15.76,Exploits
-21.08,-19.24,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
9.31,18.64,Normal
-35.18,-30.93,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
8.61,38.04,Normal
8.61,38.04,Normal
8.61,38.04,Normal
24.28,-1.08,Normal
-28.52,13.63,Normal
31.75,-6.46,Normal
-35.18,-30.93,Normal
8.61,38.04,Normal
8.61,38.04,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
-24.75,-15.06,Normal
-18.14,-16.58,Normal
-34.22,-8.91,Normal
-23.81,23.55,Normal
29.78,10.42,Normal
-19.22,-55.01,Normal
-8.81,-3.93,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
8.61,38.04,Normal
8.61,38.04,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
-19.22,-55.01,Normal
47.23,-7.41,Normal
-32.79,7.4,Normal
39.81,0.69,Normal
-13.12,32.63,Normal
8.2,11.1,Normal
8.61,38.04,Normal
-19.22,-55.01,Normal
