group,variable,value
ct_srv_src,state,0.507447052
ct_srv_src,dur,-0.100208723
ct_srv_src,sbytes,-0.037716308
ct_srv_src,dbytes,-0.102824361
ct_srv_src,sttl,0.376377923
ct_srv_src,dttl,-0.359349885
ct_srv_src,sloss,-0.095524938
ct_srv_src,dloss,-0.134411274
ct_srv_src,service,-0.074927198
ct_srv_src,Sload,0.509212878
ct_srv_src,Dload,-0.244181091
ct_srv_src,Spkts,-0.182108315
ct_srv_src,Dpkts,-0.167390238
ct_srv_src,swin,-0.548265567
ct_srv_src,dwin,-0.550613906
ct_srv_src,stcpb,-0.429282016
ct_srv_src,dtcpb,-0.428585374
ct_srv_src,smeansz,-0.09972558
ct_srv_src,dmeansz,-0.375431174
ct_srv_src,trans_depth,-0.155930396
ct_srv_src,res_bdy_len,-0.062753053
ct_srv_src,Sjit,-0.053037591
ct_srv_src,Djit,-0.192210001
ct_srv_src,Stime,0.013423934
ct_srv_src,Ltime,0.013318763
ct_srv_src,Sintpkt,-0.043438903
ct_srv_src,Dintpkt,-0.036346392
ct_srv_src,tcprtt,-0.087548949
ct_srv_src,synack,-0.079106837
ct_srv_src,ackdat,-0.08120164
ct_srv_src,is_sm_ips_ports,-0.025549411
ct_srv_src,ct_state_ttl,0.290781083
ct_srv_src,ct_flw_http_mthd,-0.189472496
ct_srv_src,is_ftp_login,-0.098512005
ct_srv_src,ct_ftp_cmd,-0.098512005
ct_srv_src,ct_srv_src,1
ct_srv_src,ct_srv_dst,0.982581948
ct_srv_src,ct_dst_ltm,0.862880381
ct_srv_src,ct_src_ ltm,0.858503948
ct_srv_src,ct_src_dport_ltm,0.886397562
ct_srv_src,ct_dst_sport_ltm,0.860908228
ct_srv_src,ct_dst_src_ltm,0.979979188
ct_srv_dst,proto,0.244772675
ct_srv_dst,state,0.503406753
ct_srv_dst,dur,-0.097775535
ct_srv_dst,sbytes,-0.037736967
ct_srv_dst,dbytes,-0.103579222
ct_srv_dst,sttl,0.376673422
ct_srv_dst,dttl,-0.36442956
ct_srv_dst,sloss,-0.096639162
ct_srv_dst,dloss,-0.13583343
ct_srv_dst,service,-0.065068797
ct_srv_dst,Sload,0.511300365
ct_srv_dst,Dload,-0.261508398
ct_srv_dst,Spkts,-0.18529085
ct_srv_dst,Dpkts,-0.169172282
ct_srv_dst,swin,-0.558212309
ct_srv_dst,dwin,-0.560199658
ct_srv_dst,stcpb,-0.436343204
ct_srv_dst,dtcpb,-0.435871096
ct_srv_dst,smeansz,-0.096558526
ct_srv_dst,dmeansz,-0.387498642
ct_srv_dst,trans_depth,-0.153788729
ct_srv_dst,res_bdy_len,-0.06165615
ct_srv_dst,Sjit,-0.05407932
ct_srv_dst,Djit,-0.189111426
ct_srv_dst,Stime,0.014388215
ct_srv_dst,Ltime,0.014285547
ct_srv_dst,Sintpkt,-0.042485637
ct_srv_dst,Dintpkt,-0.036148235
ct_srv_dst,tcprtt,-0.091456989
ct_srv_dst,synack,-0.082583917
ct_srv_dst,ackdat,-0.084887127
ct_srv_dst,is_sm_ips_ports,-0.025034169
ct_srv_dst,ct_state_ttl,0.291256192
ct_srv_dst,ct_flw_http_mthd,-0.18624152
ct_srv_dst,is_ftp_login,-0.096678443
ct_srv_dst,ct_ftp_cmd,-0.096678443
ct_srv_dst,ct_srv_src,0.982581948
ct_srv_dst,ct_srv_dst,1
ct_srv_dst,ct_dst_ltm,0.872405732
ct_srv_dst,ct_src_ ltm,0.852826158
ct_srv_dst,ct_src_dport_ltm,0.888859983
ct_srv_dst,ct_dst_sport_ltm,0.864803778
ct_srv_dst,ct_dst_src_ltm,0.983137124
ct_dst_ltm,proto,0.231719369
ct_dst_ltm,state,0.444511467
ct_dst_ltm,dur,-0.084860428
ct_dst_ltm,sbytes,-0.031998046
ct_dst_ltm,dbytes,-0.104333932
ct_dst_ltm,sttl,0.318593348
ct_dst_ltm,dttl,-0.335064432
ct_dst_ltm,sloss,-0.089458592
ct_dst_ltm,dloss,-0.134409081
ct_dst_ltm,service,0.011115758
ct_dst_ltm,Sload,0.453091126
ct_dst_ltm,Dload,-0.271080488
ct_dst_ltm,Spkts,-0.178815303
ct_dst_ltm,Dpkts,-0.165142939
ct_dst_ltm,swin,-0.51111551
ct_dst_ltm,dwin,-0.511565299
ct_dst_ltm,stcpb,-0.398841122
ct_dst_ltm,dtcpb,-0.39842212
ct_dst_ltm,smeansz,-0.063242353
ct_dst_ltm,dmeansz,-0.371922874
ct_dst_ltm,trans_depth,-0.118042013
ct_dst_ltm,res_bdy_len,-0.046868095
ct_dst_ltm,Sjit,-0.047581936
ct_dst_ltm,Djit,-0.154315902
ct_dst_ltm,Stime,0.020261009
ct_dst_ltm,Ltime,0.020171566
ct_dst_ltm,Sintpkt,-0.040048433
ct_dst_ltm,Dintpkt,-0.033810877
ct_dst_ltm,tcprtt,-0.089649155
ct_dst_ltm,synack,-0.081026608
ct_dst_ltm,ackdat,-0.08312478
ct_dst_ltm,is_sm_ips_ports,-0.023644985
ct_dst_ltm,ct_state_ttl,0.240782604
ct_dst_ltm,ct_flw_http_mthd,-0.140111886
ct_dst_ltm,is_ftp_login,-0.053670404
ct_dst_ltm,ct_ftp_cmd,-0.053670404
ct_dst_ltm,ct_srv_src,0.862880381
ct_dst_ltm,ct_srv_dst,0.872405732
ct_dst_ltm,ct_dst_ltm,1
ct_dst_ltm,ct_src_ ltm,0.965512792
ct_dst_ltm,ct_src_dport_ltm,0.979277753
ct_dst_ltm,ct_dst_sport_ltm,0.88263813
ct_dst_ltm,ct_dst_src_ltm,0.877917839
ct_src_ ltm,proto,0.228900691
ct_src_ ltm,state,0.438619311
ct_src_ ltm,dur,-0.089496723
ct_src_ ltm,sbytes,-0.031933247
ct_src_ ltm,dbytes,-0.107630285
ct_src_ ltm,sttl,0.316460205
ct_src_ ltm,dttl,-0.331196571
ct_src_ ltm,sloss,-0.089846811
ct_src_ ltm,dloss,-0.137349735
ct_src_ ltm,service,0.005112508
ct_src_ ltm,Sload,0.446373199
ct_src_ ltm,Dload,-0.256117578
ct_src_ ltm,Spkts,-0.179714188
ct_src_ ltm,Dpkts,-0.167693472
ct_src_ ltm,swin,-0.499322452
ct_src_ ltm,dwin,-0.499815028
ct_src_ ltm,stcpb,-0.38980201
ct_src_ ltm,dtcpb,-0.389153974
ct_src_ ltm,smeansz,-0.062460389
ct_src_ ltm,dmeansz,-0.365604763
ct_src_ ltm,trans_depth,-0.117467761
ct_src_ ltm,res_bdy_len,-0.050398459
ct_src_ ltm,Sjit,-0.04867023
ct_src_ ltm,Djit,-0.164027516
ct_src_ ltm,Stime,0.014605805
ct_src_ ltm,Ltime,0.014511279
ct_src_ ltm,Sintpkt,-0.042606566
ct_src_ ltm,Dintpkt,-0.035379538
ct_src_ ltm,tcprtt,-0.090238733
ct_src_ ltm,synack,-0.081668593
ct_src_ ltm,ackdat,-0.083548905
ct_src_ ltm,is_sm_ips_ports,-0.025178787
ct_src_ ltm,ct_state_ttl,0.238382893
ct_src_ ltm,ct_flw_http_mthd,-0.142646269
ct_src_ ltm,is_ftp_login,-0.055396688
ct_src_ ltm,ct_ftp_cmd,-0.055396688
ct_src_ ltm,ct_srv_src,0.858503948
ct_src_ ltm,ct_srv_dst,0.852826158
ct_src_ ltm,ct_dst_ltm,0.965512792
ct_src_ ltm,ct_src_ ltm,1
ct_src_ ltm,ct_src_dport_ltm,0.971109225
ct_src_ ltm,ct_dst_sport_ltm,0.86852955
ct_src_ ltm,ct_dst_src_ltm,0.864402497
ct_src_dport_ltm,proto,0.225508327
ct_src_dport_ltm,state,0.47111566
ct_src_dport_ltm,dur,-0.085390551
ct_src_dport_ltm,sbytes,-0.031986265
ct_src_dport_ltm,dbytes,-0.106929198
ct_src_dport_ltm,sttl,0.361418319
ct_src_dport_ltm,dttl,-0.32659811
ct_src_dport_ltm,sloss,-0.093245371
ct_src_dport_ltm,dloss,-0.139081807
ct_src_dport_ltm,service,0.011899516
ct_src_dport_ltm,Sload,0.484320453
ct_src_dport_ltm,Dload,-0.288760987
ct_src_dport_ltm,Spkts,-0.1864498
ct_src_dport_ltm,Dpkts,-0.171853374
ct_src_dport_ltm,swin,-0.544739159
ct_src_dport_ltm,dwin,-0.542278565
ct_src_dport_ltm,stcpb,-0.4227256
ct_src_dport_ltm,dtcpb,-0.422366218
ct_src_dport_ltm,smeansz,-0.072200398
ct_src_dport_ltm,dmeansz,-0.391335867
ct_src_dport_ltm,trans_depth,-0.117055818
ct_src_dport_ltm,res_bdy_len,-0.046892123
ct_src_dport_ltm,Sjit,-0.044005502
ct_src_dport_ltm,Djit,-0.154065166
ct_src_dport_ltm,Stime,0.016845775
ct_src_dport_ltm,Ltime,0.016756007
ct_src_dport_ltm,Sintpkt,-0.033121093
ct_src_dport_ltm,Dintpkt,-0.027167329
ct_src_dport_ltm,tcprtt,-0.07546148
ct_src_dport_ltm,synack,-0.068606539
ct_src_dport_ltm,ackdat,-0.069517006
ct_src_dport_ltm,is_sm_ips_ports,-0.018108699
ct_src_dport_ltm,ct_state_ttl,0.268675093
ct_src_dport_ltm,ct_flw_http_mthd,-0.141300645
ct_src_dport_ltm,is_ftp_login,-0.071742275
ct_src_dport_ltm,ct_ftp_cmd,-0.071742275
ct_src_dport_ltm,ct_srv_src,0.886397562
ct_src_dport_ltm,ct_srv_dst,0.888859983
ct_src_dport_ltm,ct_dst_ltm,0.979277753
ct_src_dport_ltm,ct_src_ ltm,0.971109225
ct_src_dport_ltm,ct_src_dport_ltm,1
ct_src_dport_ltm,ct_dst_sport_ltm,0.91136817
ct_src_dport_ltm,ct_dst_src_ltm,0.899673332
ct_dst_sport_ltm,proto,0.234958501
ct_dst_sport_ltm,state,0.501259025
ct_dst_sport_ltm,dur,-0.084434577
ct_dst_sport_ltm,sbytes,-0.033200289
ct_dst_sport_ltm,dbytes,-0.117734976
ct_dst_sport_ltm,sttl,0.391158746
ct_dst_sport_ltm,dttl,-0.345843896
ct_dst_sport_ltm,sloss,-0.098667503
ct_dst_sport_ltm,dloss,-0.151443796
ct_dst_sport_ltm,service,0.022888545
ct_dst_sport_ltm,Sload,0.509334188
ct_dst_sport_ltm,Dload,-0.301261914
ct_dst_sport_ltm,Spkts,-0.198652682
ct_dst_sport_ltm,Dpkts,-0.186370538
ct_dst_sport_ltm,swin,-0.588865229
ct_dst_sport_ltm,dwin,-0.58646289
ct_dst_sport_ltm,stcpb,-0.457060401
ct_dst_sport_ltm,dtcpb,-0.456953217
ct_dst_sport_ltm,smeansz,-0.072990992
ct_dst_sport_ltm,dmeansz,-0.415155744
ct_dst_sport_ltm,trans_depth,-0.121519042
ct_dst_sport_ltm,res_bdy_len,-0.048791558
ct_dst_sport_ltm,Sjit,-0.046036577
ct_dst_sport_ltm,Djit,-0.160526831
ct_dst_sport_ltm,Stime,0.024995877
ct_dst_sport_ltm,Ltime,0.024907044
ct_dst_sport_ltm,Sintpkt,-0.032298856
ct_dst_sport_ltm,Dintpkt,-0.027171074
ct_dst_sport_ltm,tcprtt,-0.078168952
ct_dst_sport_ltm,synack,-0.071247393
ct_dst_sport_ltm,ackdat,-0.071809791
ct_dst_sport_ltm,is_sm_ips_ports,-0.017952268
ct_dst_sport_ltm,ct_state_ttl,0.292268011
ct_dst_sport_ltm,ct_flw_http_mthd,-0.145830237
ct_dst_sport_ltm,is_ftp_login,-0.072570149
ct_dst_sport_ltm,ct_ftp_cmd,-0.072570149
ct_dst_sport_ltm,ct_srv_src,0.860908228
ct_dst_sport_ltm,ct_srv_dst,0.864803778
ct_dst_sport_ltm,ct_dst_ltm,0.88263813
ct_dst_sport_ltm,ct_src_ ltm,0.86852955
ct_dst_sport_ltm,ct_src_dport_ltm,0.91136817
ct_dst_sport_ltm,ct_dst_sport_ltm,1
ct_dst_sport_ltm,ct_dst_src_ltm,0.880715246
ct_dst_src_ltm,proto,0.239845373
ct_dst_src_ltm,state,0.514690982
ct_dst_src_ltm,dur,-0.087166368
ct_dst_src_ltm,sbytes,-0.03521743
ct_dst_src_ltm,dbytes,-0.113610214
ct_dst_src_ltm,sttl,0.407960246
ct_dst_src_ltm,dttl,-0.351335975
ct_dst_src_ltm,sloss,-0.100723172
ct_dst_src_ltm,dloss,-0.148339187
ct_dst_src_ltm,service,0.009594371
ct_dst_src_ltm,Sload,0.526015923
ct_dst_src_ltm,Dload,-0.31478595
ct_dst_src_ltm,Spkts,-0.200457858
ct_dst_src_ltm,Dpkts,-0.183804191
ct_dst_src_ltm,swin,-0.581811595
ct_dst_src_ltm,dwin,-0.584031791
ct_dst_src_ltm,stcpb,-0.455085764
ct_dst_src_ltm,dtcpb,-0.454802579
ct_dst_src_ltm,smeansz,-0.068495168
ct_dst_src_ltm,dmeansz,-0.424037761
ct_dst_src_ltm,trans_depth,-0.132787226
ct_dst_src_ltm,res_bdy_len,-0.054019282
ct_dst_src_ltm,Sjit,-0.047721659
ct_dst_src_ltm,Djit,-0.17043864
ct_dst_src_ltm,Stime,0.018922605
ct_dst_src_ltm,Ltime,0.018830938
ct_dst_src_ltm,Sintpkt,-0.037499118
ct_dst_src_ltm,Dintpkt,-0.031830806
ct_dst_src_ltm,tcprtt,-0.080046139
ct_dst_src_ltm,synack,-0.072605523
ct_dst_src_ltm,ackdat,-0.07393054
ct_dst_src_ltm,is_sm_ips_ports,-0.022011343
ct_dst_src_ltm,ct_state_ttl,0.320115437
ct_dst_src_ltm,ct_flw_http_mthd,-0.160537316
ct_dst_src_ltm,is_ftp_login,-0.060731121
ct_dst_src_ltm,ct_ftp_cmd,-0.060731121
ct_dst_src_ltm,ct_srv_src,0.979979188
ct_dst_src_ltm,ct_srv_dst,0.983137124
ct_dst_src_ltm,ct_dst_ltm,0.877917839
ct_dst_src_ltm,ct_src_ ltm,0.864402497
ct_dst_src_ltm,ct_src_dport_ltm,0.899673332
ct_dst_src_ltm,ct_dst_sport_ltm,0.880715246
ct_dst_src_ltm,ct_dst_src_ltm,1
