"First_PC,Second_PC,Label"
"1.033,-0.013,0"
"-0.749,-0.219,0"
"0.918,-0.026,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.69,0.815,0"
"0.657,-0.086,0"
"0.969,-0.072,0"
"0.916,-0.076,0"
"-0.715,-0.355,0"
"0.901,-0.03,0"
"0.94,-0.037,0"
"-0.716,-0.355,0"
"1.084,0.018,0"
"0.814,-0.104,0"
"0.929,-0.015,0"
"0.929,-0.019,0"
"0.641,-0.094,0"
"-0.715,-0.355,0"
"0.922,-0.025,0"
"-0.718,-0.356,0"
"-0.721,-0.354,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.775,-0.057,0"
"1.005,-0.007,0"
"0.905,-0.069,0"
"0.806,-0.111,0"
"0.909,-0.036,0"
"0.843,0.999,1"
"0.912,0.269,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"1.119,0.023,0"
"-0.715,-0.355,0"
"-0.721,-0.354,0"
"-0.718,-0.356,0"
"-0.715,-0.355,0"
"1.114,0.027,0"
"-0.722,-0.352,0"
"0.874,-0.061,0"
"0.947,-0.011,0"
"0.699,-0.095,0"
"-0.722,-0.352,0"
"0.925,-0.019,0"
"1.047,0.009,0"
"0.875,-0.033,0"
"-0.722,-0.352,0"
"0.773,-0.058,0"
"-0.722,-0.352,0"
"-0.715,-0.356,0"
"0.811,-0.044,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.761,0.975,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.759,-0.068,0"
"0.95,-0.025,0"
"0.705,0.819,0"
"0.531,-0.113,0"
"-0.722,-0.353,0"
"0.899,-0.046,0"
"-0.722,-0.352,0"
"0.643,-0.106,0"
"0.541,-0.115,0"
"0.77,-0.069,0"
"0.592,-0.11,0"
"0.618,-0.106,0"
"0.757,-0.058,0"
"0.675,-0.077,0"
"0.789,-0.116,0"
"0.599,-0.118,0"
"0.801,-0.061,0"
"0.694,0.967,0"
"0.776,-0.106,0"
"0.893,-0.024,0"
"-0.716,-0.355,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.749,-0.219,0"
"0.818,-0.057,0"
"-0.722,-0.352,0"
"0.734,-0.127,0"
"1.035,-0.012,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.821,-0.042,0"
"0.898,-0.089,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.824,0.999,0"
"0.821,-0.056,0"
"0.941,-0.076,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.944,-0.011,0"
"-0.722,-0.352,0"
"0.81,-0.057,0"
"0.855,-0.048,0"
"0.704,-0.07,0"
"0.793,-0.048,0"
"0.772,-0.111,0"
"-0.749,-0.219,0"
"0.934,-0.08,0"
"1.066,-0.044,0"
"0.845,-0.058,0"
"-0.716,-0.355,0"
"0.966,-0.006,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.975,-0.021,0"
"1.098,-0.04,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.75,-0.219,0"
"0.911,-0.045,0"
"1.07,0.007,0"
"-0.715,-0.355,0"
"0.818,-0.1,0"
"1.144,0.024,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.715,-0.356,0"
"0.986,-0.064,0"
"1.195,-0.014,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.573,0.788,0"
"1.023,0.008,0"
"0.931,-0.015,0"
"0.905,-0.024,0"
"1.193,-0.011,0"
"0.738,-0.076,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.957,-0.024,0"
"1.137,0.002,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.838,-0.062,0"
"0.809,-0.103,0"
"0.977,-0.067,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.775,0.241,1"
"0.723,0.969,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.517,0.923,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"1.122,0.028,0"
"0.858,-0.032,0"
"0.857,1.007,0"
"-0.717,-0.356,0"
"-0.721,-0.354,0"
"-0.716,-0.355,0"
"0.746,-0.127,0"
"0.863,-0.052,0"
"-0.694,-0.471,0"
"0.831,-0.039,0"
"0.697,-0.077,0"
"0.723,-0.07,0"
"0.63,-0.147,0"
"0.879,-0.052,0"
"0.884,-0.042,0"
"0.861,-0.04,0"
"0.659,-0.081,0"
"0.8,-0.113,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.752,-0.118,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.629,-0.112,0"
"0.861,-0.095,0"
"-0.715,-0.355,0"
"0.654,-0.147,0"
"0.821,-0.111,0"
"0.556,-0.109,0"
"0.894,-0.028,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.908,-0.024,0"
"0.76,0.983,0"
"0.806,-0.109,0"
"0.641,-0.147,0"
"0.896,-0.028,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"1.023,-0.054,0"
"1.006,-0.021,0"
"0.957,-0.024,0"
"-0.718,-0.356,0"
"0.929,-0.074,0"
"0.833,0.851,0"
"0.685,-0.091,0"
"-0.718,-0.356,0"
"-0.699,-0.383,0"
"-0.699,-0.383,0"
"-0.716,-0.355,0"
"0.851,-0.038,0"
"0.77,-0.059,0"
"0.767,-0.088,0"
"0.946,-0.069,0"
"0.951,-0.073,0"
"0.973,-0.061,0"
"0.748,0.98,0"
"0.661,-0.086,0"
"-0.716,-0.355,0"
"0.894,-0.047,0"
"1.041,0.012,0"
"-0.715,-0.355,0"
"0.839,-0.041,0"
"-0.721,-0.354,0"
"0.909,-0.024,0"
"0.96,-0.012,0"
"0.827,-0.051,0"
"1.075,0.007,0"
"1.139,-0.023,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.901,0.497,1"
"0.711,0.218,1"
"0.809,-0.047,0"
"1.175,0.004,0"
"-0.715,-0.355,0"
"0.976,-0.018,0"
"0.688,-0.079,0"
"1.087,0.024,0"
"0.672,-0.096,0"
"-0.716,-0.355,0"
"0.873,-0.033,0"
"0.84,-0.039,0"
"0.632,0.801,0"
"0.995,-0.033,0"
"0.682,-0.088,0"
"-0.715,-0.355,0"
"1.054,0.012,0"
"-0.718,-0.356,0"
"1.148,0.028,0"
"0.848,-0.067,0"
"0.678,-0.092,0"
"0.82,-0.044,0"
"0.972,-0.007,0"
"0.973,-0.008,0"
"0.717,-0.122,0"
"0.725,-0.069,0"
"0.882,-0.037,0"
"0.804,-0.062,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"0.788,-0.053,0"
"0.576,-0.15,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"0.874,-0.042,0"
"-0.751,-0.208,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.77,-0.058,0"
"0.762,-0.057,0"
"0.788,-0.094,0"
"0.846,-0.039,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.573,0.937,0"
"-0.716,-0.355,0"
"0.857,-0.035,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.853,-0.038,0"
"0.787,-0.092,0"
"-0.718,-0.356,0"
"0.89,-0.043,0"
"0.588,-0.143,0"
"0.943,-0.016,0"
"0.972,-0.007,0"
"0.746,-0.072,0"
"0.746,-0.072,0"
"-0.716,-0.355,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.739,-0.111,0"
"0.987,-0.018,0"
"0.975,-0.007,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.901,0.497,1"
"1.027,0.297,1"
"-0.721,-0.354,0"
"-0.721,-0.354,0"
"1.113,0.028,0"
"0.779,-0.052,0"
"-0.721,-0.354,0"
"0.589,-0.099,0"
"0.716,-0.13,0"
"0.887,-0.05,0"
"0.853,-0.061,0"
"0.781,-0.056,0"
"1.057,-0.033,0"
"0.868,-0.046,0"
"-0.718,-0.356,0"
"0.853,-0.097,0"
"1.03,0.006,0"
"0.837,-0.058,0"
"0.847,-0.092,0"
"0.68,-0.092,0"
"0.726,-0.069,0"
"-0.718,-0.356,0"
"0.851,-0.051,0"
"0.871,-0.092,0"
"0.635,-0.087,0"
"1.023,-0.007,0"
"0.872,-0.044,0"
"0.704,-0.129,0"
"-0.718,-0.356,0"
"0.791,-0.113,0"
"-0.721,-0.354,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.871,-0.029,0"
"0.926,-0.016,0"
"0.791,-0.068,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"1.129,-0.031,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.792,-0.114,0"
"0.939,-0.026,0"
"0.957,-0.022,0"
"0.803,-0.113,0"
"-0.716,-0.355,0"
"1.093,0.012,0"
"0.954,-0.024,0"
"-0.718,-0.356,0"
"-0.749,-0.219,0"
"0.586,0.94,0"
"-0.715,-0.355,0"
"-0.721,-0.354,0"
"0.98,-0.029,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.715,-0.355,0"
"0.592,-0.121,0"
"0.778,-0.11,0"
"0.714,-0.091,0"
"0.971,-0.02,0"
"0.663,-0.08,0"
"-0.716,-0.355,0"
"0.799,-0.047,0"
"0.802,-0.115,0"
"-0.722,-0.353,0"
"-0.722,-0.352,0"
"0.994,-0.013,0"
"0.483,0.765,0"
"0.535,-0.128,0"
"-0.716,-0.355,0"
"-0.718,-0.356,0"
"-0.722,-0.352,0"
"0.786,-0.117,0"
"0.774,-0.117,0"
"0.773,-0.116,0"
"-0.716,-0.355,0"
"0.894,1.016,1"
"0.652,0.956,1"
"0.719,0.973,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.737,-0.068,0"
"-0.716,-0.355,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"0.738,-0.07,0"
"0.691,-0.074,0"
"0.962,-0.012,0"
"-0.715,-0.355,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.808,-0.106,0"
"0.641,-0.143,0"
"-0.715,-0.355,0"
"0.792,-0.053,0"
"0.501,-0.125,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.716,0.972,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"1.121,0.323,1"
"0.647,-0.089,0"
"0.764,-0.06,0"
"-0.715,-0.355,0"
"0.976,-0.007,0"
"-0.715,-0.355,0"
"0.555,0.932,0"
"0.585,0.94,0"
"0.71,-0.123,0"
"0.937,-0.067,0"
"0.783,-0.114,0"
"0.787,-0.053,0"
"0.808,-0.053,0"
"-0.715,-0.355,0"
"1.097,0.001,0"
"-0.716,-0.355,0"
"0.746,-0.064,0"
"-0.716,-0.355,0"
"-0.716,-0.355,0"
"0.619,-0.096,0"
"0.683,-0.084,0"
"-0.715,-0.355,0"
"-0.715,-0.355,0"
"0.882,-0.089,0"
"0.891,-0.024,0"
"0.861,1.007,0"
"0.889,-0.085,0"
"-0.721,-0.354,0"
"0.944,-0.027,0"
"1.113,0.017,0"
"-0.693,-0.47,0"
"-0.718,-0.356,0"
"-0.716,-0.355,0"
"0.785,-0.061,0"
"0.558,-0.116,0"
"0.656,-0.087,0"
"1.009,0.0,0"
"-0.716,-0.355,0"
"-0.721,-0.354,0"
"-0.717,-0.356,0"
"1.028,-0.053,0"
"0.861,1.008,0"
"0.725,-0.073,0"
"-0.721,-0.354,0"
"1.024,-0.05,0"
"0.91,-0.024,0"
"0.887,-0.082,0"
"1.008,-0.057,0"
"1.003,-0.053,0"
"-0.718,-0.356,0"
"0.741,0.829,0"
"0.858,-0.037,0"
"0.772,-0.07,0"
"0.739,0.978,1"
"0.8,0.244,1"
"-0.901,0.497,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.722,-0.352,0"
"0.761,-0.07,0"
"0.74,-0.072,0"
"0.725,-0.115,0"
"0.729,-0.072,0"
"-0.716,-0.355,0"
"0.865,-0.036,0"
"0.82,-0.105,0"
"-0.748,-0.17,0"
"-0.748,-0.17,0"
"0.81,-0.045,0"
"0.884,-0.05,0"
"0.757,-0.117,0"
"0.652,-0.14,0"
"0.876,-0.036,0"
"0.493,-0.122,0"
"0.691,-0.073,0"
"-0.722,-0.352,0"
"-0.716,-0.355,0"
"-0.715,-0.356,0"
"0.691,-0.089,0"
"-0.748,-0.17,0"
"1.009,1.044,0"
"0.896,-0.036,0"
"-0.716,-0.355,0"
"0.714,-0.081,0"
"0.976,-0.011,0"
"-0.722,-0.353,0"
"-0.722,-0.352,0"
"0.703,-0.079,0"
"-0.748,-0.17,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.766,0.98,1"
"0.493,0.917,0"
"-0.716,-0.355,0"
"0.806,-0.068,0"
"-0.715,-0.355,0"
"1.029,-0.052,0"
"0.676,-0.141,0"
"0.721,-0.071,0"
"0.704,-0.134,0"
"0.766,-0.056,0"
"0.748,-0.064,0"
"-0.716,-0.355,0"
"0.814,-0.052,0"
"0.998,-0.022,0"
"0.843,-0.041,0"
"0.735,-0.121,0"
"0.621,0.949,0"
"0.829,-0.04,0"
"0.737,-0.062,0"
"0.902,-0.084,0"
"0.965,-0.011,0"
"0.842,-0.102,0"
"-0.715,-0.355,0"
"1.01,0.004,0"
"0.892,-0.029,0"
"-0.716,-0.355,0"
"1.007,-0.063,0"
"0.614,0.797,0"
"0.798,-0.05,0"
"0.664,-0.084,0"
"-0.721,-0.354,0"
"0.867,-0.034,0"
"-0.716,-0.355,0"
"0.897,-0.037,0"
"-0.715,-0.355,0"
"1.106,-0.029,0"
"1.16,-0.024,0"
"1.16,-0.016,0"
"0.948,-0.073,0"
"0.917,-0.033,0"
"-0.716,-0.355,0"
"0.837,-0.107,0"
"-0.718,-0.356,0"
"1.128,0.001,0"
"-0.716,-0.355,0"
"0.613,0.942,1"
"0.891,-0.028,0"
"0.672,0.962,0"
"1.203,-0.012,0"
"1.001,-0.032,0"
"-0.716,-0.355,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.721,-0.354,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.718,-0.356,0"
"-0.749,-0.219,0"
"0.903,-0.026,0"
"0.794,-0.053,0"
"0.973,-0.02,0"
"0.555,-0.13,0"
"1.034,-0.056,0"
"0.564,-0.128,0"
"0.735,-0.129,0"
"0.676,-0.077,0"
"-0.749,-0.219,0"
"0.793,-0.052,0"
"0.834,-0.04,0"
"-0.751,-0.208,0"
"-0.749,-0.219,0"
"0.867,-0.035,0"
"-0.716,-0.355,0"
"0.994,-0.017,0"
"-0.721,-0.354,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.598,0.943,0"
"-0.718,-0.356,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.92,-0.022,0"
"0.731,-0.126,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.636,-0.09,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.816,-0.062,0"
"0.91,-0.044,0"
"0.59,-0.102,0"
"0.91,-0.044,0"
"-0.75,-0.219,0"
"0.831,-0.044,0"
"0.732,-0.083,0"
"0.788,-0.062,0"
"-0.716,-0.355,0"
"0.915,-0.021,0"
"0.732,-0.079,0"
"0.985,-0.005,0"
"0.912,-0.035,0"
"0.621,-0.125,0"
"0.984,-0.072,0"
"0.752,-0.061,0"
"-0.75,-0.219,0"
"-0.716,-0.355,0"
"0.871,-0.033,0"
"0.715,-0.07,0"
"-0.75,-0.219,0"
"0.66,-0.11,0"
"0.928,-0.026,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.74,-0.062,0"
"-0.718,-0.356,0"
"0.635,-0.1,0"
"0.767,-0.056,0"
"0.733,0.826,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.758,-0.084,0"
"-0.721,-0.353,0"
"0.754,-0.063,0"
"-0.75,-0.219,0"
"0.904,1.018,1"
"0.631,0.952,1"
"0.935,1.017,1"
"0.859,1.007,1"
"0.72,0.973,1"
"-0.716,-0.355,0"
"0.681,-0.089,0"
"-0.716,-0.355,0"
"0.862,-0.034,0"
"0.918,-0.02,0"
"0.872,-0.096,0"
"0.868,-0.031,0"
"1.025,-0.004,0"
"0.908,-0.025,0"
"1.04,-0.051,0"
"0.872,-0.095,0"
"-0.716,-0.355,0"
"0.688,0.966,0"
"0.861,-0.035,0"
"1.113,-0.032,0"
"0.763,-0.059,0"
"-0.721,-0.354,0"
"-0.716,-0.355,0"
"0.947,-0.071,0"
"1.028,-0.015,0"
"-0.718,-0.356,0"
"0.867,-0.083,0"
"-0.721,-0.354,0"
"-0.718,-0.356,0"
"-0.717,-0.356,0"
"1.049,0.01,0"
"1.138,0.022,0"
"0.913,-0.022,0"
"0.886,-0.03,0"
"-0.716,-0.355,0"
"1.058,0.012,0"
"-0.715,-0.355,0"
"0.818,-0.065,0"
"1.085,0.02,0"
"0.732,-0.064,0"
"1.145,-0.029,0"
"-0.718,-0.355,0"
"0.822,-0.056,0"
"0.972,-0.026,0"
"1.103,0.028,0"
"-0.721,-0.354,0"
"0.985,-0.019,0"
"-0.721,-0.354,0"
"0.831,-0.04,0"
"-0.721,-0.354,0"
"0.98,-0.069,0"
"-0.716,-0.355,0"
"1.019,-0.061,0"
"-0.716,-0.355,0"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.53,0.927,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.828,1.0,1"
"-0.904,0.498,1"
"0.976,-0.003,0"
"1.039,0.009,0"
"0.753,-0.088,0"
"-0.716,-0.355,0"
"0.69,-0.076,0"
"0.854,-0.037,0"
"0.973,-0.008,0"
"0.512,-0.133,0"
"0.853,-0.036,0"
"0.533,-0.113,0"
"0.582,-0.165,0"
"0.77,-0.082,0"
"0.748,-0.081,0"
"0.545,-0.109,0"
"0.72,0.973,0"
"-0.716,-0.355,0"
"0.751,-0.068,0"
"0.781,-0.055,0"
"0.722,-0.1,0"
"-0.715,-0.355,0"
"0.716,-0.073,0"
"-0.715,-0.355,0"
"-0.715,-0.356,0"
"0.941,-0.016,0"
"0.911,-0.022,0"
"0.54,-0.121,0"
"0.583,-0.167,0"
"0.545,-0.109,0"
"0.871,-0.029,0"
"0.932,-0.019,0"
"-0.715,-0.355,0"
"0.97,-0.016,0"
"-0.715,-0.355,0"
"0.788,-0.06,0"
"-0.718,-0.356,0"
"0.7,-0.083,0"
"0.927,-0.029,0"
"0.811,-0.066,0"
"0.689,-0.075,0"
"0.932,-0.028,0"
"-0.715,-0.356,0"
"-0.716,-0.355,0"
"0.827,-0.052,0"
"0.983,-0.034,0"
"0.853,-0.044,0"
"0.916,-0.05,0"
"0.679,-0.081,0"
"0.926,-0.034,0"
"-0.721,-0.354,0"
"-0.715,-0.355,0"
"0.993,-0.024,0"
"0.762,0.983,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.844,0.257,1"
"0.87,0.261,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.844,0.257,1"
"-0.897,0.496,1"
"0.698,0.968,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"0.87,0.261,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.897,0.496,1"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"1.062,0.0,0"
"0.874,-0.043,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.981,-0.058,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"0.834,-0.043,0"
"0.965,-0.055,0"
"-0.721,-0.353,0"
"0.746,-0.09,0"
"-0.72,-0.354,0"
"1.061,-0.011,0"
"-0.749,-0.219,0"
"0.872,-0.03,0"
"1.097,-0.009,0"
"-0.716,-0.355,0"
"0.922,-0.032,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"1.063,-0.011,0"
"0.707,0.821,0"
"-0.715,-0.355,0"
"0.781,-0.062,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"1.123,-0.011,0"
"0.801,-0.086,0"
"0.716,-0.076,0"
"0.625,-0.094,0"
"0.851,-0.035,0"
"-0.749,-0.219,0"
"0.934,-0.05,0"
"-0.749,-0.219,0"
"0.719,-0.078,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.749,-0.219,0"
"-0.716,-0.355,0"
"0.917,1.022,0"
"1.019,-0.037,0"
"0.746,-0.116,0"
"-0.719,-0.355,0"
"0.895,-0.075,0"
"1.121,0.018,0"
"0.533,-0.154,0"
"0.98,-0.008,0"
"-0.715,-0.355,0"
"0.965,-0.02,0"
"0.817,-0.05,0"
"1.146,-0.01,0"
"1.161,0.018,0"
"-0.716,-0.355,0"
"0.541,-0.161,0"
"1.142,0.001,0"
"0.898,-0.028,0"
"0.956,-0.03,0"
"-0.721,-0.353,0"
"0.619,-0.101,0"
"0.743,-0.113,0"
"0.729,-0.112,0"
"0.661,-0.081,0"
"0.694,-0.096,0"
"-0.901,0.497,1"
"0.813,0.991,1"
"0.97,1.035,1"
"-0.715,-0.355,0"
"0.759,-0.072,0"
"0.756,-0.106,0"
"0.971,-0.009,0"
"0.754,-0.103,0"
"0.661,-0.132,0"
"0.79,-0.054,0"
"0.741,-0.086,0"
"-0.716,-0.355,0"
"1.023,-0.013,0"
"-0.721,-0.354,0"
"-0.718,-0.356,0"
"-0.715,-0.355,0"
"0.823,-0.093,0"
"0.931,-0.045,0"
"-0.715,-0.355,0"
"0.742,0.979,1"
"0.934,-0.022,0"
"0.772,-0.058,0"
"0.732,-0.086,0"
"-0.716,-0.355,0"
"1.0,-0.002,0"
"0.865,-0.088,0"
"0.855,-0.089,0"
"1.028,-0.038,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.744,-0.065,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"1.008,0.004,0"
"0.682,-0.121,0"
"0.918,-0.064,0"
"0.695,-0.122,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.649,-0.087,0"
"0.873,-0.084,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.742,-0.111,0"
"0.904,-0.072,0"
"0.797,-0.052,0"
"0.806,0.994,0"
"-0.715,-0.355,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.622,-0.093,0"
"0.728,-0.12,0"
"0.89,-0.078,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"-0.75,-0.219,0"
"0.593,0.193,1"
"0.927,1.024,1"
"0.877,1.007,1"
"0.677,0.963,1"
"0.46,0.909,1"
"0.632,0.95,1"
"1.003,-0.064,0"
"0.858,-0.036,0"
"-0.715,-0.355,0"
"1.025,0.008,0"
"-0.718,-0.356,0"
"0.908,-0.036,0"
"0.994,-0.057,0"
"-0.721,-0.354,0"
"0.79,-0.049,0"
"1.073,-0.0,0"
"1.079,0.022,0"
"-0.715,-0.355,0"
"1.143,0.021,0"
"1.03,-0.057,0"
"0.822,-0.099,0"
"0.636,-0.089,0"
"0.727,-0.087,0"
"-0.751,-0.208,0"
"0.835,-0.043,0"
"1.059,0.002,0"
"0.899,-0.023,0"
"0.917,-0.054,0"
